scope,addr,group,group_basis,comment,evidence
Setup,0x0001FF68,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/0001FF68.asm; bios/decompiled/Setup.c
Setup,0x000200DC,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000200DC.asm; bios/decompiled/Setup.c
Setup,0x000201F4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000201F4.asm; bios/decompiled/Setup.c
Setup,0x000202E0,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000202E0.asm; bios/decompiled/Setup.c
Setup,0x20524,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00020524.asm; bios/decompiled/Setup.c
Setup,0x205D8,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000205D8.asm; bios/decompiled/Setup.c
Setup,0x206A0,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000206A0.asm; bios/decompiled/Setup.c
Setup,0x20918,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00020918.asm; bios/decompiled/Setup.c
Setup,0x20A08,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00020A08.asm; bios/decompiled/Setup.c
Setup,0x20C20,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00020C20.asm; bios/decompiled/Setup.c
Setup,0x20D34,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00020D34.asm; bios/decompiled/Setup.c
Setup,0x20D80,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/Setup/00020D80.asm; bios/decompiled/Setup.c
Setup,0x20DF0,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/Setup/00020DF0.asm; bios/decompiled/Setup.c
Setup,0x20E94,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00020E94.asm; bios/decompiled/Setup.c
Setup,0x20ED4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00020ED4.asm; bios/decompiled/Setup.c
Setup,0x21068,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00021068.asm; bios/decompiled/Setup.c
Setup,0x21180,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00021180.asm; bios/decompiled/Setup.c
Setup,0x212F0,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000212F0.asm; bios/decompiled/Setup.c
Setup,0x213F0,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000213F0.asm; bios/decompiled/Setup.c
Setup,0x214E4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000214E4.asm; bios/decompiled/Setup.c
Setup,0x21668,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00021668.asm; bios/decompiled/Setup.c
Setup,0x216BC,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000216BC.asm; bios/decompiled/Setup.c
Setup,0x216EC,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000216EC.asm; bios/decompiled/Setup.c
Setup,0x21748,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00021748.asm; bios/decompiled/Setup.c
Setup,0x217A4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000217A4.asm; bios/decompiled/Setup.c
Setup,0x21808,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00021808.asm; bios/decompiled/Setup.c
Setup,0x21888,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00021888.asm; bios/decompiled/Setup.c
Setup,0x000219F4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000219F4.asm; bios/decompiled/Setup.c
Setup,0x00021A60,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00021A60.asm; bios/decompiled/Setup.c
Setup,0x00021D24,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00021D24.asm; bios/decompiled/Setup.c
Setup,0x00021F60,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00021F60.asm; bios/decompiled/Setup.c
Setup,0x000224C0,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000224C0.asm; bios/decompiled/Setup.c
Setup,0x00022854,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00022854.asm; bios/decompiled/Setup.c
Setup,0x00022D6C,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00022D6C.asm; bios/decompiled/Setup.c
Setup,0x00022FC0,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00022FC0.asm; bios/decompiled/Setup.c
Setup,0x000230D4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000230D4.asm; bios/decompiled/Setup.c
Setup,0x00023108,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00023108.asm; bios/decompiled/Setup.c
Setup,0x00023168,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00023168.asm; bios/decompiled/Setup.c
Setup,0x000231A0,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000231A0.asm; bios/decompiled/Setup.c
Setup,0x000231D4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000231D4.asm; bios/decompiled/Setup.c
Setup,0x00023240,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00023240.asm; bios/decompiled/Setup.c
Setup,0x00023290,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00023290.asm; bios/decompiled/Setup.c
Setup,0x00023370,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00023370.asm; bios/decompiled/Setup.c
Setup,0x0002337E,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/0002337E.asm; bios/decompiled/Setup.c
Setup,0x000233D0,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/000233D0.asm; bios/decompiled/Setup.c
PeiOverClock,FFCFBB49,PeiOverClock,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/PeiOverClock/FFCFBB49.asm; bios/decompiled/PeiOverClock.c
OemHooksPei,0xFFF811CC,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF811CC.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF812B0,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF812B0.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF8134D,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF8134D.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF81387,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81387.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF813F1,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF813F1.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF8146C,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF8146C.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF814E7,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF814E7.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF81517,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81517.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF81544,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81544.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF81565,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81565.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF81595,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81595.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF815C2,arithmetic,type,the `type` column already names this family,bios/ghidra/listings/OemHooksPei/FFF815C2.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF815DD,arithmetic,type,the `type` column already names this family,bios/ghidra/listings/OemHooksPei/FFF815DD.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF815F6,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF815F6.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF81640,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81640.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF8164F,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF8164F.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF8165E,arithmetic,type,the `type` column already names this family,bios/ghidra/listings/OemHooksPei/FFF8165E.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF81732,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81732.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF81783,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81783.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF817CA,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF817CA.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF81814,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81814.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF8185E,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemHooksPei/FFF8185E.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF81899,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81899.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF818CC,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF818CC.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,0xFFF818FF,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemHooksPei/FFF818FF.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,FFF81948,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemHooksPei/FFF81948.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,FFF8198F,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF8198F.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,FFF819A6,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF819A6.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,FFF819FE,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF819FE.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,FFF81ADD,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81ADD.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,FFF81C08,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81C08.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,FFF81C26,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81C26.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,FFF81C65,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81C65.asm; bios/decompiled/OemHooksPei.c
OemHooksPei,FFF81CBE,OemHooksPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksPei/FFF81CBE.asm; bios/decompiled/OemHooksPei.c
OemOcPei,0xFFF823B9,OemOcPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemOcPei/FFF823B9.asm; bios/decompiled/OemOcPei.c
OemOcPei,0xFFF8254F,OemOcPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemOcPei/FFF8254F.asm; bios/decompiled/OemOcPei.c
OemOcPei,0xFFF826C0,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemOcPei/FFF826C0.asm; bios/decompiled/OemOcPei.c; ec/annotations/registers.yaml
OemOcPei,0xFFF8272D,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemOcPei/FFF8272D.asm; bios/decompiled/OemOcPei.c; ec/annotations/registers.yaml
OemOcPei,0xFFF8277F,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemOcPei/FFF8277F.asm; bios/decompiled/OemOcPei.c; ec/annotations/registers.yaml
OemOcPei,0xFFF827F3,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemOcPei/FFF827F3.asm; bios/decompiled/OemOcPei.c; ec/annotations/registers.yaml
OemOcPei,0xFFF82874,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemOcPei/FFF82874.asm; bios/decompiled/OemOcPei.c
OemOcPei,0xFFF82904,OemOcPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemOcPei/FFF82904.asm; bios/decompiled/OemOcPei.c
OemOcPei,0xFFF82997,OemOcPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemOcPei/FFF82997.asm; bios/decompiled/OemOcPei.c
OemOcPei,0xFFF829F0,OemOcPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemOcPei/FFF829F0.asm; bios/decompiled/OemOcPei.c
OemOcPei,0xFFF82A4E,OemOcPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemOcPei/FFF82A4E.asm; bios/decompiled/OemOcPei.c
OemACRecoveryPei,FFF82DE5,OemACRecoveryPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACRecoveryPei/FFF82DE5.asm; bios/decompiled/OemACRecoveryPei.c
OemDgpuBoardIDPei,FFFAC3B2,OemDgpuBoardIDPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemDgpuBoardIDPei/FFFAC3B2.asm; bios/decompiled/OemDgpuBoardIDPei.c
OemDgpuBoardIDPei,FFFAC5BA,OemDgpuBoardIDPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemDgpuBoardIDPei/FFFAC5BA.asm; bios/decompiled/OemDgpuBoardIDPei.c
OemDgpuBoardIDPei,FFFAC5DF,OemDgpuBoardIDPei,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemDgpuBoardIDPei/FFFAC5DF.asm; bios/decompiled/OemDgpuBoardIDPei.c
