program,addr,name,sample,insns,linear,in_c,missing,outcome
pd,98E0,add_5_to_r2r1,annotation,6,,,,vacuous
pd,9909,pass_r6_and_a_to_0d70,annotation,3,,,,vacuous
pd,991A,dptr_001d_tail_0d38,annotation,1,001D,,001D,disagree
pd,9920,dptr_0011_tail_0d8f,annotation,1,0011,,0011,disagree
pd,9926,dptr_001f_return_a0_b2,annotation,3,001F,,001F,disagree
pd,9936,add_r6r7_to_r1r2_tail_0c58,annotation,7,,,,vacuous
pd,9958,call_10fd_then_dptr_0007,annotation,0,,,,vacuous
pd,995F,dptr_0021_tail_0c58,annotation,1,0021,,0021,disagree
pd,996F,dptr_0010_tail_0c58,annotation,1,0010,,0010,disagree
pd,9975,call_10fd_dptr_0004_tail_0bc4,annotation,0,,,,vacuous
pd,9987,load_a_from_r7_9987,annotation,1,,,,vacuous
pd,9988,set_multiplier_60,annotation,1,,,,vacuous
pd,998F,dbl_a_add_dph_write_dph,annotation,3,,,,vacuous
pd,99C9,add_r5_to_dptr,annotation,6,,,,vacuous
pd,99D4,read_xdata_inc_r7_carry_r6_tail_0c8c,annotation,8,,,,vacuous
pd,9A1B,a_r3_b_60_tail_10bc,annotation,2,,,,vacuous
pd,9A90,load_a_from_r7_stub,annotation,1,,,,vacuous
pd,9A91,set_b_60_dptr_04a4_then_ret,annotation,2,04A4,,04A4,disagree
pd,9ACD,dptr_add_0d0e_via_122f,annotation,1,FFFF,,FFFF,disagree
pd,9ADD,set_dptr_0d0e_9add,annotation,2,,,,vacuous
pd,9C18,set_b_67,annotation,1,,,,vacuous
pd,9C45,read_xdata_to_r6_set_dptr_069a,annotation,4,069A,,069A,disagree
pd,9CC2,load_1byte_to_r6,annotation,4,,,,vacuous
pd,9CFB,read_xdata_to_r7_set_dptr_066c,annotation,4,066C,,066C,disagree
pd,9D39,set_b_67_dptr_066e,annotation,2,066E,,066E,disagree
pd,A339,stash_args_dispatch_code_table,annotation,12,0A69 0A6A 0A6B,0A69 0A6A 0A6B,,agree
pd,A571,dispatch_on_state_07d0,annotation,5,07D0,07D0,,agree
pd,A5B3,and_16bit_fields_write_07d2_07d3,annotation,1,,,,vacuous
pd,A678,inc_07d0_reenter_a571,annotation,4,07D0,07D0,,agree
pd,A681,zero_r7_return,annotation,1,,,,vacuous
pd,A742,load_dptr_be16_from_0abf,annotation,7,0ABF,0ABF,,agree
pd,A75D,shift_r4_r7_right_then_sub_0x30,annotation,0,,,,vacuous
pd,A890,ascii_string_not_code,annotation,4,,,,vacuous
pd,A8AE,event_dispatch_ff80_ffe0,annotation,3,FF80,FF80,,agree
pd,ABBF,build_masked_indexed_table_bytes,annotation,3,07D7,07D7,,agree
pd,ACB7,load_r0_r3_4_5_6_7,annotation,4,,,,vacuous
pd,ACBF,read_xdata_at_dptr_acbf,annotation,1,,,,vacuous
pd,ACC0,index_a_by_23_add_0a35,annotation,7,,,,vacuous
pd,ACCE,set_dptr_07d6,annotation,1,07D6,07D6,,agree
pd,ACD1,read_xdata_to_a_r7,annotation,2,,,,vacuous
pd,ACD3,index_a_by_23_add_0a2c,annotation,7,,,,vacuous
pd,ACE1,set_dptr_07d1,annotation,1,07D1,07D1,,agree
pd,ACE4,read_xdata_to_r3,annotation,2,,,,vacuous
pd,ACE6,index_a_by_23_add_0a2d,annotation,7,,,,vacuous
pd,ACF4,write_r7_to_dptr,annotation,2,,,,vacuous
pd,ACF6,index_a_by_5e_add_08fc,annotation,6,,,,vacuous
pd,AD01,read4xdata_bit0_to_a,annotation,1,,,,vacuous
pd,AD09,zero_extend_a_into_r4_r7,annotation,6,,,,vacuous
pd,AD10,dptr_0900_plus_5e_times_xdata_byte,annotation,8,,,,vacuous
pd,AD1E,call_0faf_then_clear_r3,annotation,0,,,,vacuous
pd,AD23,load_r2_from_a,annotation,1,,,,vacuous
pd,AD24,copy_a_to_r0_r1_tail_jump_0f0e,annotation,3,,,,vacuous
pd,AD2A,read_xdata_07d1_into_a,annotation,2,07D1,07D1,,agree
pd,AD2E,dptr_0a39_plus_17_times_a,annotation,7,,,,vacuous
pd,AD3C,set_dptr_07d0,annotation,1,07D0,07D0,,agree
pd,AD3F,read_dptr_byte_then_dpl_17x_plus_31,annotation,8,,,,vacuous
pd,AD4D,call_0faf_0f00_0dbc_return_0,annotation,0,,,,vacuous
pd,AD58,set_r3_ff_dptr_0a86_call_10e8,annotation,2,0A86,,0A86,disagree
pd,AD67,dptr_08fb_plus_5e_times_a,annotation,7,,,,vacuous
pd,AD75,dptr_0a3d_plus_17_times_a,annotation,7,,,,vacuous
pd,AD83,read_07d1_07d2_into_r7_r5,annotation,6,07D1,,07D1,disagree
pd,AD8C,read_07d2_into_r7_r5_zero,annotation,5,07D2,,07D2,disagree
pd,AD94,call_1041_then_return_07d1,annotation,0,,,,vacuous
pd,AD9C,read_07d1_into_r7_r5_zero,annotation,5,07D1,,07D1,disagree
pd,ADA4,call_0faf_then_test_r7_bit2,annotation,0,,,,vacuous
pd,ADAB,copy_0809_to_080a_then_dispatch_0805,annotation,1,0803,,0803,disagree
pd,AE9C,write_07d1_then_call_chain,annotation,3,07D1,07D1,,agree
pd,B074,call_c1dd_store_r7_then_call_122f,annotation,0,,,,vacuous
pd,B154,load_a_with_03,annotation,1,,,,vacuous
pd,B156,set_dptr_083d,annotation,1,083D,083D,,agree
pd,B159,store_first_handoff_helper,annotation,2,FFFC,,FFFC,disagree
pd,B172,read_dptr_byte_to_r7_then_add_b0,annotation,3,,,,vacuous
pd,B176,make_dptr_from_a_low_byte,annotation,4,,,,vacuous
pd,B17D,write_dptr_byte_set_00bd_bit0_clear_ff62_bit3,annotation,9,00BD FF62,00BD FF62,,agree
pd,B19F,set_dptr_0a00_plus_a,annotation,4,,,,vacuous
pd,B1E3,read_xdata_0800_table_stride_77,annotation,8,,,,vacuous
pd,B1F2,unresolved_0xB1F2,annotation,0,,,,vacuous
pd,B217,clear_r3_r2_r1,annotation,3,,,,vacuous
pd,B21E,read_xdata_at_r6r7_minus_3,annotation,7,,,,vacuous
pd,B24C,load_r3_r0_jmp_0f0e,annotation,1,,,,vacuous
pd,B24D,broadcast_a_to_r0_r2_then_sub_r4_r7,annotation,4,,,,vacuous
pd,B263,add_ab_then_r7_page,annotation,0,,,,vacuous
pd,B28A,mul38_of_xdata_0832,annotation,4,0832,0832,,agree
pd,B2A6,mov_a_from_r7,annotation,1,,,,vacuous
pd,B2A7,write_a_to_dptr_then_read4_from_07d8,annotation,2,07D8,,07D8,disagree
pd,B2AE,mul38_ptr_0946,annotation,2,,,,vacuous
pd,B2B2,add_a_ptr_0946,annotation,5,,,,vacuous
pd,B2CD,read3_from_07d5_into_r3_r1,annotation,1,07D5,,07D5,disagree
pd,B2D3,mul38_ptr_0976,annotation,7,,,,vacuous
pd,B2E1,dptr_from_097c_plus_carry,annotation,4,,,,vacuous
pd,B2E9,dptr_from_097d_plus_carry,annotation,4,,,,vacuous
pd,B2F7,read3_from_dptr_then_set_dptr_0002,annotation,0,,,,vacuous
pd,B2FE,read_0832_and_multiply_by_38,annotation,5,0832,0832,,agree
pd,B311,write_07d2_then_dispatch_on_07d1,annotation,4,07D1 07D2,07D1 07D2,,agree
pd,B3ED,write_r7_at_0d0d_then_load_0d0b,annotation,0,,,,vacuous
pd,B80E,write_r7_and_r3r2r1_to_0803,annotation,4,0803,0803,,agree
pd,B8DB,FUN_CODE_b8db,stride,8,07D8,07D8,,agree
pd,BA67,write_07d4_07d5_then_return_0_or_1,annotation,6,07D4 07D5,07D4 07D5,,agree
pd,BBE7,branch_on_ram_r5_then_set_indirect_bits,annotation,4,,,,vacuous
pd,BECB,write_07d6_07d7_07d8_07d9_then_store_07df,annotation,12,07D6,07D6,,agree
pd,C0AF,forwarder_9926_985d_cfa0,annotation,0,,,,vacuous
pd,C0EF,store_0845_0847_then_return_ff_or_00,annotation,11,0845 0846,0845 0846,,agree
pd,C1B3,call_0e54_with_dc_then_reenter_with_26,annotation,5,,,,vacuous
pd,C1D6,set_dptr_0d0e_c1d6,annotation,2,,,,vacuous
pd,C1DD,load_dptr_fffe_into_0d0c,annotation,1,FFFE,,FFFE,disagree
pd,C1EF,write_a_to_dptr_then_fall_into_c1f0,annotation,1,,,,vacuous
pd,C1F0,load_dptr_ffff_into_0d0d,annotation,1,FFFF,,FFFF,disagree
pd,C20C,cmp32be_0827_against_00001388,annotation,6,0827,,0827,disagree
pd,C23A,read_byte_at_ffdc_plus_a,annotation,8,,,,vacuous
pd,C24E,write_080d_then_branch_on_70e7,annotation,4,080D,080D,,agree
pd,C2FA,write_07d0_then_run_indexed_state_chain,annotation,11,07D0,07D0,,agree
pd,C398,set_r7_r5_from_iram_then_read_07d0,annotation,1,,,,vacuous
pd,C62B,write_00b8_pattern_then_copy_ffc0_to_00d5,annotation,6,,,,vacuous
pd,C755,latch_07d2_07d3_then_zero_23_bytes,annotation,7,07D2,07D2,,agree
pd,C808,store_a_at_dptr_and_r7_at_0800_plus_a,annotation,10,,,,vacuous
pd,C873,compare_55_then_mark_0819,annotation,4,0819,0819,,agree
pd,C901,dispatch_on_r3_then_add_product_to_0699,annotation,10,0814,0814,,agree
pd,CB2A,store_0803_0805_then_jump_c808,annotation,11,0803,0803,,agree
pd,CC36,call_122f_with_dptr_fffd_cc36,annotation,1,FFFD,,FFFD,disagree
pd,CCB7,store_0a94_0a97_then_add_0a94_times_60,annotation,14,0A94 0A95 0A98,0A94 0A95,0A98,disagree
pd,CFA0,store_4_at_07d6_then_branch_on_991a,annotation,1,07D6,,07D6,disagree
pd,D013,latch_07d4_07d5_and_call_7014_with_63_or_6c,annotation,8,07D4,07D4,,agree
pd,D085,decrement_00e2_and_tail_jump_to_d07b,annotation,4,00E2,00E2,,agree
pd,D0F0,require_nonzero_from_b074,annotation,5,07D6,07D6,,agree
pd,D6E0,inc_r0_then_reti,annotation,1,,,,vacuous
pd,D78A,return_one_when_arg_matches_queried_values,annotation,12,,,,vacuous
pd,D83D,store_4_zero_bytes_at_0904_plus_0809_times_5e,annotation,17,0809,0809,,agree
pd,D8EE,copy_0841_to_0984_when_083c_matches_097f,annotation,4,083C,083C,,agree
pd,DA44,poll_0208_0209_then_spin,annotation,0,,,,vacuous
pd,DB89,mov_dptr_07cf_and_call_10e8,annotation,1,07CF,,07CF,disagree
pd,DBD9,loop_c901_per_index_0x07d0,annotation,9,07CF,07CF,,agree
pd,DC29,call_122f_with_dptr_fffe,annotation,1,FFFE,,FFFE,disagree
pd,DCC7,store_then_clear_0817_and_add_r6_times_0x67,annotation,3,0817,0817,,agree
pd,DF6A,loop_256_passes_over_07cf,annotation,9,07CF,07CF,,agree
pd,DFB2,store_0x14_at_0810_and_write_0000,annotation,0,,,,vacuous
pd,DFFA,init_sequence_then_ljmp_128d,annotation,4,FFD3,FFD3,,agree
pd,E15A,set_0832_through_5874_58ab_ed46_56cb,annotation,8,0832,0832,,agree
pd,E1E0,copy_0815_to_081b_then_call_c873,annotation,3,,,,vacuous
pd,E2E4,poll_d78a_for_indices_0_and_1,annotation,3,,,,vacuous
pd,E323,dptr_fffe_then_122f_at_e323,annotation,1,FFFE,,FFFE,disagree
pd,E458,store_07d8_and_dispatch_07da,annotation,3,07D8,07D8,,agree
pd,E4D0,dptr_fffe_then_122f_at_e4d0,annotation,1,FFFE,,FFFE,disagree
pd,E543,count_07cf_and_conditional_call_122d,annotation,9,07CF,07CF,,agree
pd,E5B3,store_080e_and_accumulate_r6,annotation,5,080E,080E,,agree
pd,E877,store_080f_0810_and_pick_f50e_arg_on_carry,annotation,12,080F,080F,,agree
pd,E8D4,FUN_CODE_e8d4,stride,19,07D0,07D0,,agree
pd,E9E3,store_3byte_r3r2r1_at_0803,annotation,1,0803,,0803,disagree
pd,EA67,reset_07c9_block_then_flag_00d3_1,annotation,11,07C9 0945,07C9 0945,,agree
pd,EBBB,init_sequence_with_ea_cleared,annotation,11,FF42 FF4A FFDF,FF42 FF4A FFDF,,agree
pd,EBE4,pick_00d0_or_00d1_then_tail_with_dp_0002,annotation,0,,,,vacuous
pd,EC36,set_or_clear_bits_0_5_via_9028,annotation,2,,,,vacuous
pd,EC5E,set_or_clear_bits_1_2_6_via_9028,annotation,2,,,,vacuous
pd,ED46,store_3byte_r3r2r1_at_0861,annotation,1,0861,,0861,disagree
pd,ED90,set_bit3_and_bits2_3_from_r5,annotation,2,,,,vacuous
pd,EDB5,setup_04a3_r3_7_then_call_10bc,annotation,2,04A3,,04A3,disagree
pd,EE68,stage_07d4_07d5_then_call_ef59,annotation,6,07D4,07D4,,agree
pd,EEAE,write_r7_at_0x0260_plus_0bab_result,annotation,3,,,,vacuous
pd,EED1,write_ff_clear_bit7_write_ff,annotation,6,,,,vacuous
pd,EF59,stage_07d6_call_715e_6faf_tail_e5b3,annotation,3,07D6,07D6,,agree
pd,EF79,stage_07d6_call_716c_6faf_tail_e5b3,annotation,3,07D6,07D6,,agree
pd,EFB9,clear_0ffd3_ff88_ffe1_bits_then_ffd0_2e,annotation,18,FF88 FFD0 FFD3 FFE1,FF88 FFD0 FFD3 FFE1,,agree
pd,F035,stage_07d6_chain_tail_f351,annotation,3,07D6,07D6,,agree
pd,F109,set_or_clear_bit0_via_9028,annotation,1,,,,vacuous
pd,F126,gate_on_6f96_then_tail_122f_with_dp_000a,annotation,0,,,,vacuous
pd,F22E,read_04a3_then_call_9a90,annotation,1,04A3,04A3,,agree
pd,F247,write_07d6_then_table_entry_then_0_3,annotation,6,07D6,07D6,,agree
pd,F28D,dptr_eaf9_index_04,annotation,8,,,,vacuous
pd,F2FB,write_ffda_ffdb_10_ffd8_48_ff40_bit1,annotation,12,FF40 FFD8 FFDA,FF40 FFD8 FFDA,,agree
pd,F351,gate_6f96_then_ljmp_122f,annotation,0,,,,vacuous
pd,F3CC,store_r4r5_at_08ef_index_5e,annotation,13,,,,vacuous
pd,F3E0,unresolved_0xF3E0,annotation,1,,,,vacuous
pd,F3E2,dptr_high_r6_low_a,annotation,5,,,,vacuous
pd,F3EB,dptr_high_r6_low_r3,annotation,5,,,,vacuous
pd,F407,zero_084c_call_8814_821b,annotation,7,084C,084C,,agree
pd,F440,write_07d6_then_set_1,annotation,3,07D6,07D6,,agree
pd,F477,call_0180_if_00e2_is_1,annotation,2,00E2,00E2,,agree
pd,F4AB,store_4bytes_to_0a82,annotation,13,0A82,0A82,,agree
pd,F4CD,call_70c7_with_0_then_5c_tail_f55c,annotation,2,07D6,07D6,,agree
pd,F4EE,return_1_if_dptr_byte_ge_02,annotation,1,,,,vacuous
pd,F50E,set_bits_6_7_from_r5,annotation,0,,,,vacuous
pd,F55C,write_r5_then_f763_if_6faf_zero,annotation,0,,,,vacuous
pd,F56B,return_1_if_acc_bits_2_3_set,annotation,0,,,,vacuous
pd,F598,set_00bd_bit1_clear_ff42_bit7,annotation,8,00BD FF42,00BD FF42,,agree
pd,F5C3,return_1_if_56f1_byte_zero,annotation,1,,,,vacuous
pd,F5D1,set_ff42_bit7_if_00bd_zero,annotation,2,00BD,00BD,,agree
pd,F604,call_e458_then_r4r5r6r7_03120100,annotation,0,,,,vacuous
pd,F610,store_r7r5r3_to_080d,annotation,9,080D,080D,,agree
pd,F61C,store_r7r5_0_to_07d2_if_6faf_zero,annotation,1,,,,vacuous
pd,F63F,store_r7_to_07cc_r5_to_0945,annotation,6,07CC 0945,07CC 0945,,agree
pd,F654,call_f109_if_6faf_zero,annotation,1,,,,vacuous
pd,F65E,call_ec5e_if_6faf_zero,annotation,1,,,,vacuous
pd,F668,call_ec36_if_6faf_zero,annotation,1,,,,vacuous
pd,F672,call_f610_if_6faf_zero,annotation,1,,,,vacuous
pd,F6F3,clear_ffc6_bit5,annotation,4,FFC6,FFC6,,agree
pd,F6FB,set_ffc6_bit2,annotation,4,FFC6,FFC6,,agree
pd,F723,chain_96ff_then_0c46,annotation,1,,,,vacuous
pd,F739,call_returns_with_dptr_loaded,annotation,1,0200,,0200,disagree
pd,F755,read_dptr_byte_via_715e,annotation,1,,,,vacuous
pd,F75C,read_dptr_byte_via_716c,annotation,1,,,,vacuous
pd,F763,store_r5_at_dptr_via_97fb,annotation,0,,,,vacuous
pd,F781,clear_sfr_88_set_sfr_a8,annotation,2,,,,vacuous
pd,F786,tailcall_7b14_with_r7_zero,annotation,2,,,,vacuous
pd,F79C,ljmp_d085,annotation,0,,,,vacuous
pd,F79F,ljmp_4402,annotation,0,,,,vacuous
pd,F7B2,ret_only_f7b2,annotation,0,,,,vacuous
pd,F7B3,ret_only_f7b3,annotation,0,,,,vacuous
pd,F7B4,ret_only_f7b4,annotation,0,,,,vacuous
pd,F7B7,ret_only_f7b7,annotation,0,,,,vacuous
